id,title,title_source,start,end,title_uri,ccodes,variants,types,aat_types,matches,lon,lat,geowkt,geo_source,geo_id,description,parent_name,parent_id
1604,"Cartagena, Spain",Historical Conflict Event Dataset,0460,,,ES,,battlefield,300000835,,-0.9965839,37.6256827,,,,Roman-Vandal Wars,,
1605,"Cartagena, Spain",Historical Conflict Event Dataset,1706,,,ES,,battlefield,300000835,,-0.9965839,37.6256827,,,,War of the Spanish Succession,,
1606,Cartago,Historical Conflict Event Dataset,1842,,,CR,,battlefield,300000835,,-83.9161935,9.8638091,,,,Central American National Wars,,
1607,"Carthage, Missouri",Historical Conflict Event Dataset,1861,,,US,,battlefield,300000835,,-94.3969187,37.1503003,,,,American Civil War,,
1608,"Carthage, Tunisia",Historical Conflict Event Dataset,-0310,,,TN,,battlefield,300000835,,10.3217245,36.8529199,,,,['Agathoclean War        '],,
1609,"Carthage, Tunisia",Historical Conflict Event Dataset,-0148,,,TN,,battlefield,300000835,,10.3217245,36.8529199,,,,3rd Punic War,,
1610,"Carthage, Tunisia",Historical Conflict Event Dataset,0238,,,TN,,battlefield,300000835,,10.3217245,36.8529199,,,,Roman Civil Wars,,
1611,"Carthage, Tunisia",Historical Conflict Event Dataset,0439,,,TN,,battlefield,300000835,,10.3217245,36.8529199,,,,Roman-Vandal Wars,,
1612,"Carthage, Tunisia",Historical Conflict Event Dataset,0697,,,TN,,battlefield,300000835,,10.3217245,36.8529199,,,,Muslim Conquest of North Africa,,
1613,"Carthage, Tunisia",Historical Conflict Event Dataset,1270,,,TN,,battlefield,300000835,,10.3217245,36.8529199,,,,8th Crusade,,
1614,CasaalSecco,Historical Conflict Event Dataset,1427,,,IT,,battlefield,300000835,,10.0050895,45.1408019,,,,Venetian-Milanese Wars,,
1615,Casablanca,Historical Conflict Event Dataset,1907,,,MA,,battlefield,300000835,,-7.5898434,33.5731104,,,,French Colonial Wars in North Africa,,
1616,Casablanca,Historical Conflict Event Dataset,1942,,,MA,,battlefield,300000835,,-7.5898434,33.5731104,,,,['World War II'],,
1617,Casa de Salinas,Historical Conflict Event Dataset,1809,,,ES,,battlefield,300000835,,-5.6278386,38.0514954,,,,Napoleonic Wars (Peninsula Campaign),,
1618,Casaglia,Historical Conflict Event Dataset,1815,,,IT,,battlefield,300000835,,11.4462517,44.8791375,,,,Napoleonic Wars (100 Days Campaign),,
1619,Casale,Historical Conflict Event Dataset,1628,,,IT,,battlefield,300000835,,8.3442797,45.294404,,,,Thirty Years War,,
1620,Casale,Historical Conflict Event Dataset,1629,,,IT,,battlefield,300000835,,8.3442797,45.294404,,,,Thirty Years War,,
1621,Casale,Historical Conflict Event Dataset,1640,,,IT,,battlefield,300000835,,8.3442797,45.294404,,,,Franco-Habsburg Wars,,
1622,Casalechio,Historical Conflict Event Dataset,1511,,,IT,,battlefield,300000835,,11.2773797,44.4782469,,,,War of the Holy League,,
1623,Casas Grandes,Historical Conflict Event Dataset,1911,,,MX,,battlefield,300000835,,-107.5108699,31.5494362,,,,"['Mexicos Revolution', 'Revolution']",,
1624,Cascades,Historical Conflict Event Dataset,1856,,,US,,battlefield,300000835,,-122.4377257,44.5462338,,,,Yakima War,,
1625,Caseros,Historical Conflict Event Dataset,1852,,,AR,,battlefield,300000835,,-58.5634631,-34.6094827,,,,Argentine Civil Wars,,
1626,Casilinum,Historical Conflict Event Dataset,-0214,,,IT,,battlefield,300000835,,14.1378221,41.0899175,,,,2nd Punic War,,
1627,Casilinum,Historical Conflict Event Dataset,0554,,,IT,,battlefield,300000835,,14.1378221,41.0899175,,,,Gothic War in Italy,,
1628,Caspe,Historical Conflict Event Dataset,1874,,,ES,,battlefield,300000835,,-0.0408208,41.2344007,,,,2nd Carlist War,,
1629,Cassano,Historical Conflict Event Dataset,1158,,,IT,,battlefield,300000835,,9.5144783,45.533333,,,,Frederick's 2nd Expedition to Sicily,,
1630,Cassano,Historical Conflict Event Dataset,1259,,,AT,,battlefield,300000835,,9.5144783,45.533333,,,,Guelf-Ghibeline Wars,,
1631,Cassano,Historical Conflict Event Dataset,1705,,,IT,,battlefield,300000835,,9.5144783,45.533333,,,,War of the Spanish Succession,,
1632,Cassano,Historical Conflict Event Dataset,1799,,,IT,,battlefield,300000835,,9.5144783,45.533333,,,,French Revolutionary Wars (2nd Coalition),,
1633,Cassel,Historical Conflict Event Dataset,1071,,,FR,,battlefield,300000835,,2.486235,50.8000619,,,,Franco-Frisian War,,
1634,Cassel,Historical Conflict Event Dataset,1328,,,FR,,battlefield,300000835,,2.486235,50.8000619,,,,Franco-Flemish Wars,,
1635,Cassel,Historical Conflict Event Dataset,1677,,,FR,,battlefield,300000835,,2.486235,50.8000619,,,,3rd Dutch War,,
1636,Cassel,Historical Conflict Event Dataset,1813,,,FR,,battlefield,300000835,,2.486235,50.8000619,,,,Napoleonic Wars (3rd Coalition),,
1637,Castagnaro,Historical Conflict Event Dataset,1387,,,IT,,battlefield,300000835,,11.4062378,45.0954756,,,,Padua-Verona War,,
1638,Castalla,Historical Conflict Event Dataset,1812,,,ES,,battlefield,300000835,,-0.6725355,38.5934127,,,,Napoleonic Wars (Peninsula Campaign),,
1639,Castalla,Historical Conflict Event Dataset,1813,,,ES,,battlefield,300000835,,-0.6725355,38.5934127,,,,Napoleonic Wars (Peninsula Campaign),,
1640,Casteldelfino,Historical Conflict Event Dataset,1744,,,IT,,battlefield,300000835,,7.0686175,44.5904786,,,,War of the Austrian Succession,,
1641,Castel di Sangro,Historical Conflict Event Dataset,1815,,,IT,,battlefield,300000835,,14.0899966,41.7732434,,,,Napoleonic Wars (100 Days Campaign),,
1642,Castelfidardo,Historical Conflict Event Dataset,1860,,,IT,,battlefield,300000835,,13.5514218,43.4631153,,,,2nd Italian War of Independence,,
1643,Castellazzo,Historical Conflict Event Dataset,1391,,,IT,,battlefield,300000835,,8.5767226,44.8469873,,,,Florentine-Milanese War,,
1644,Castelfullit de la Roca,Historical Conflict Event Dataset,1874,,,ES,,battlefield,300000835,,2.5488918,42.219731,,,,2nd Carlist War,,
1645,Castellon de la Plana,Historical Conflict Event Dataset,1938,,,ES,,battlefield,300000835,,-0.0513246,39.9863563,,,,Spanish Civil War,,
1646,Castelnaudary,Historical Conflict Event Dataset,1632,,,FR,,battlefield,300000835,,1.95333,43.317118,,,,French Civil War,,
1647,"Castelnuova,Albania",Historical Conflict Event Dataset,1538,,,ME,,battlefield,300000835,,18.5202481,42.4575757,,,,Later Venetian-Turkish War,,
1648,"Castelnuovo, Albania",Historical Conflict Event Dataset,1687,,,ME,,battlefield,300000835,,18.5202481,42.4575757,,,,Venetian-Turkish Wars,,
1649,"Castelnuovo, Albania",Historical Conflict Event Dataset,1806,,,ME,,battlefield,300000835,,18.5202481,42.4575757,,,,Napoleonic Wars (6th Coalition),,
1650,"Castelnuovo, Italy",Historical Conflict Event Dataset,1796,,,IT,,battlefield,300000835,,11.4978113,46.05,,,,French Revolutionary Wars (1st Coalition),,
1651,Castelo Branco,Historical Conflict Event Dataset,1704,,,PT,,battlefield,300000835,,-7.6075442,39.8130124,,,,['y War of the       Spanish Succession'],,
1652,Castiglione,Historical Conflict Event Dataset,1796,,,IT,,battlefield,300000835,,10.436672,45.3901823,,,,French Revolutionary Wars (1st Coalition),,
1653,"Castillejos, Morocco",Historical Conflict Event Dataset,1860,,,MA,,battlefield,300000835,,-5.3807447,35.842251,,,,Spanish-Moroccan War,,
1654,"Castillejos, Spain",Historical Conflict Event Dataset,1811,,,ES,,battlefield,300000835,,-7.1907305,37.3715997,,,,Napoleonic Wars (Peninsula Campaign),,
1655,Castillon,Historical Conflict Event Dataset,1453,,,FR,,battlefield,300000835,,-0.043008,44.852067,,,,Hundred Years War,,
1656,Castlebar,Historical Conflict Event Dataset,1798,,,IE,,battlefield,300000835,,-9.2879257,53.8550014,,,,French Revolutionary Wars (Irish Rising),,
1657,Castleford,Historical Conflict Event Dataset,0948,,,GB,,battlefield,300000835,,-1.345968,53.723466,,,,Viking Wars in Britain,,
1658,Castrejon,Historical Conflict Event Dataset,1812,,,ES,,battlefield,300000835,,-5.8682122,40.9114313,,,,Napoleonic Wars (Peninsula Campaign),,
1659,Castricum,Historical Conflict Event Dataset,1799,,,NL,,battlefield,300000835,,4.6727354,52.5452585,,,,French Revolutionary Wars (2nd Coalition),,
1660,Castrillo,Historical Conflict Event Dataset,1812,,,ES,,battlefield,300000835,,-5.3276406,41.2301507,,,,Napoleonic Wars (Peninsula Campaign),,
1661,Castrogiovanni,Historical Conflict Event Dataset,0859,,,IT,,battlefield,300000835,,14.262851,37.5099321,,,,Byzantine-Muslim Wars,,
1662,Castro Urdiales,Historical Conflict Event Dataset,1812,,,ES,,battlefield,300000835,,-3.2199522,43.4793847,,,,Napoleonic Wars (Peninsula Campaign),,
1663,Castro Urdiales,Historical Conflict Event Dataset,1813,,,ES,,battlefield,300000835,,-3.2199522,43.4793847,,,,Napoleonic Wars (Peninsula Campaign),,
1664,Catambuco,Historical Conflict Event Dataset,1823,,,CO,,battlefield,300000835,,-77.29071,1.1674,,,,Colombian Civil Wars,,
1665,Catania,Historical Conflict Event Dataset,1849,,,IT,,battlefield,300000835,,15.0830304,37.5078772,,,,1st Italian War of Independence,,
1666,Catania,Historical Conflict Event Dataset,1943,,,IT,,battlefield,300000835,,15.0830304,37.5078772,,,,['World War II'],,
1667,Cathraeth,Historical Conflict Event Dataset,0598,,,GB,,battlefield,300000835,,-1.629923,54.377353,,,,Anglo-Saxon Territorial Wars,,
1668,Cattaro,Historical Conflict Event Dataset,1690,,,ME,,battlefield,300000835,,18.771234,42.424662,,,,Venetian-Turkish Wars,,
1669,Cattaro,Historical Conflict Event Dataset,1813,,,ME,,battlefield,300000835,,18.771234,42.424662,,,,Napoleonic Wars (War of Liberation),,
1670,Caucasus,Historical Conflict Event Dataset,1942,1943,,RU,,battlefield,300000835,,45,43.5851814,,,,['World War II'],,
1671,Caudebec,Historical Conflict Event Dataset,1592,,,FR,,battlefield,300000835,,0.723336,49.525303,,,,9th French War of Religion,,
1672,Caudine Forks,Historical Conflict Event Dataset,-0321,,,IT,,battlefield,300000835,,14.5166667,41.05,,,,2nd Samnite War,,
1673,Cauldron,Historical Conflict Event Dataset,1942,,,LY,,battlefield,300000835,,22.5747606,32.4687782,,,,['World War II'],,
1674,Caulks Field,Historical Conflict Event Dataset,1814,,,US,,battlefield,300000835,,-76.2002064,39.206045,,,,War of 1812,,
1675,Cawnpore (st),Historical Conflict Event Dataset,1857,,,IN,,battlefield,300000835,,80.3318736,26.449923,,,,Indian Mutiny,,
1676,Cawnpore (nd),Historical Conflict Event Dataset,1857,,,IN,,battlefield,300000835,,80.3318736,26.449923,,,,Indian Mutiny,,
1677,Cawnpore (rd),Historical Conflict Event Dataset,1857,,,IN,,battlefield,300000835,,80.3318736,26.449923,,,,Indian Mutiny,,
1678,Cawnpore (th),Historical Conflict Event Dataset,1857,,,IN,,battlefield,300000835,,80.3318736,26.449923,,,,Indian Mutiny,,
1679,Cayenne,Historical Conflict Event Dataset,1809,,,GF,,battlefield,300000835,,-52.3134531,4.92242,,,,Napoleonic Wars (5th Coalition),,
1680,Cazal Novo,Historical Conflict Event Dataset,1811,,,PT,,battlefield,300000835,,-8.187226,40.046429,,,,Napoleonic Wars (Peninsula Campaign),,
1681,Cecora,Historical Conflict Event Dataset,1620,,,UA,,battlefield,300000835,,27.8137289,48.3387002,,,,Polish-Turkish Wars,,
1682,Cedar Bluff,Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-85.6309779,34.2217536,,,,American Civil War,,
1683,Cedar Canyon,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-105.655711,37.9061269,,,,Cheyenne-Arapaho Indian War,,
1684,Cedar Creek,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-78.2982267,39.0166603,,,,American Civil War,,
1685,Cedar Mountain,Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-78.1367811,38.354585,,,,American Civil War,,
1686,Cedarville,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-78.1929214,38.9770696,,,,American Civil War,,
1687,Cedynia,Historical Conflict Event Dataset,0972,,,PL,,battlefield,300000835,,14.20222,52.87925,,,,Polish German Wars,,
1688,Celaya,Historical Conflict Event Dataset,1915,,,MX,,battlefield,300000835,,-100.8112885,20.5279612,,,,Mexican Revolution,,
1689,Cembra,Historical Conflict Event Dataset,1796,,,IT,,battlefield,300000835,,11.2176719,46.1755494,,,,French Revolutionary Wars (1st Coalition),,
1690,Cempoala,Historical Conflict Event Dataset,1520,,,MX,,battlefield,300000835,,-96.4044083,19.447645,,,,Spanish Conquest of Mexico,,
1691,Central Henan,Historical Conflict Event Dataset,1944,,,CN,,battlefield,300000835,,112.308073,34.6559539,,,,['World War II'],,
1692,Cepeda,Historical Conflict Event Dataset,1820,,,AR,,battlefield,300000835,,-60.6229774,-33.3966828,,,,Argentine Civil Wars,,
1693,Cepeda,Historical Conflict Event Dataset,1859,,,AR,,battlefield,300000835,,-60.6229774,-33.3966828,,,,Argentine Civil Wars,,
1694,Cephisus,Historical Conflict Event Dataset,1311,,,GR,,battlefield,300000835,,20.2851193,39.1704571,,,,Wars of the Catalan Company,,
1695,Cer,Historical Conflict Event Dataset,1914,,,FR,,battlefield,300000835,,19.4845785,44.6033477,,,,['World War'],,
1696,Cerami,Historical Conflict Event Dataset,1063,,,IT,,battlefield,300000835,,14.5081812,37.8094607,,,,Norman Conquest of Southern Italy,,
1697,Ceresole,Historical Conflict Event Dataset,1544,,,IT,,battlefield,300000835,,7.6774072,44.8191805,,,,4th Habsburg-Valois War,,
1698,Cerignola,Historical Conflict Event Dataset,1503,,,IT,,battlefield,300000835,,15.8936429,41.2656157,,,,Italian War of Louis XII,,
1699,Cerquin,Historical Conflict Event Dataset,1539,,,HN,,battlefield,300000835,,-88.3666667,14.15,,,,Spanish Conquest of Honduras,,
1700,Cerrito,Historical Conflict Event Dataset,1812,,,UY,,battlefield,300000835,,-56.1877836,-34.8492653,,,,Argentine War of Independence,,
1701,Cerro Cora,Historical Conflict Event Dataset,1870,,,PY,,battlefield,300000835,,-56.0254918,-22.652411,,,,War of the Triple Alliance,,
1702,Cerro de Pasco,Historical Conflict Event Dataset,1862,,,PE,,battlefield,300000835,,-76.2612763,-10.6776695,,,,Peruvian War of Independence,,
1703,Cerro Gordo,Historical Conflict Event Dataset,1847,,,MX,,battlefield,300000835,,-96.657288,19.5693514,,,,American-Mexican War,,
1704,Cerro Grande,Historical Conflict Event Dataset,1859,,,PY,,battlefield,300000835,,-71.2326437,-29.9397215,,,,2nd Chilean Liberal Revolt,,
1705,Cerro Porteno,Historical Conflict Event Dataset,1811,,,PY,,battlefield,300000835,,-57.640046,-25.2996126,,,,Argentine War of Independence,,
1706,Cesenatico,Historical Conflict Event Dataset,1815,,,IT,,battlefield,300000835,,12.3609868,44.1957722,,,,Napoleonic Wars (100 Days Campaign),,
1707,Cesis,Historical Conflict Event Dataset,1919,,,LV,,battlefield,300000835,,25.2668719,57.308611,,,,Estonian War of Independence,,
1708,Ceuta,Historical Conflict Event Dataset,1415,,,ES,,battlefield,300000835,,-5.3213455,35.8893874,,,,Portuguese Colonial Wars in North Africa,,
1709,Ceuta,Historical Conflict Event Dataset,1720,,,ES,,battlefield,300000835,,-5.3213455,35.8893874,,,,Spanish-Moroccan Wars,,
1710,Ceutla,Historical Conflict Event Dataset,1519,,,MX,,battlefield,300000835,,-92.9928135,17.5467564,,,,Spanish Conquest of Mexico,,
1711,Ceva,Historical Conflict Event Dataset,1796,,,IT,,battlefield,300000835,,8.0290794,44.3862535,,,,French Revolutionary Wars (1st Coalition),,
1712,Cevo,Historical Conflict Event Dataset,1768,,,ME,,battlefield,300000835,,18.9172,42.5411,,,,Ottoman Invasions of Montenegro,,
1713,Ceylon,Historical Conflict Event Dataset,1942,,,LK,,battlefield,300000835,,80.771797,7.873054,,,,['World War II'],,
1714,Ceza,Historical Conflict Event Dataset,1888,,,ZA,,battlefield,300000835,,31.374,-27.986,,,,Zulu Rebellion,,
1715,Chacabuco,Historical Conflict Event Dataset,1817,,,CL,,battlefield,300000835,,-70.6865647,-32.992561,,,,Chilean War of Independence,,
1716,Chacaltaya,Historical Conflict Event Dataset,1814,,,BO,,battlefield,300000835,,-68.1278182,-16.3471166,,,,Peruvian War of Independence,,
1717,Chaeronea,Historical Conflict Event Dataset,-0338,,,GR,,battlefield,300000835,,22.8443449,38.4948411,,,,4th Sacred War,,
1718,Chaeronea,Historical Conflict Event Dataset,-0086,,,GR,,battlefield,300000835,,22.8443449,38.4948411,,,,1st Mithridatic War,,
1719,Chahar Mahall,Historical Conflict Event Dataset,1751,,,IR,,battlefield,300000835,,50.4100404,31.9909818,,,,Persian Wars of Succession,,
1720,Chaidari,Historical Conflict Event Dataset,1826,,,GR,,battlefield,300000835,,23.6642751,38.0052981,,,,Greek War of Independence,,
1721,Chakan,Historical Conflict Event Dataset,1660,,,IN,,battlefield,300000835,,73.8630346,18.7602664,,,,Mughal-Maratha Wars,,
1722,Chaksana,Historical Conflict Event Dataset,1788,,,IN,,battlefield,300000835,,77.6392939,27.1845827,,,,Mughal-Maratha War of Ismail Beg,,
1723,Chalainoerh,Historical Conflict Event Dataset,1929,,,CN,,battlefield,300000835,,117.6978113,49.45,,,,Sino-Russian Border War,,
1724,Chalcedon,Historical Conflict Event Dataset,-0074,,,TR,,battlefield,300000835,,29.0280335,40.9811925,,,,3rd Mithridatic War,,
1725,Chalchuapa,Historical Conflict Event Dataset,1885,,,SV,,battlefield,300000835,,-89.6769193,13.9896097,,,,Central American National Wars,,
1726,Chaldiran,Historical Conflict Event Dataset,1514,,,IR,,battlefield,300000835,,44.3844679,39.0649837,,,,Turko-Persian War in Anatolia,,
1727,Chalgrove Field,Historical Conflict Event Dataset,1643,,,GB,,battlefield,300000835,,-1.078599,51.666818,,,,British Civil War,,
1728,Chalk Bluff,Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-91.5194493,37.0925672,,,,American Civil War,,
1729,Chalons,Historical Conflict Event Dataset,0273,,,FR,,battlefield,300000835,,4.363073,48.956682,,,,Roman Military Civil Wars,,
1730,Chalons,Historical Conflict Event Dataset,0366,,,FR,,battlefield,300000835,,4.363073,48.956682,,,,Alemmanic Invasion of Gaul,,
1731,Chalons,Historical Conflict Event Dataset,0451,,,FR,,battlefield,300000835,,4.363073,48.956682,,,,Hun Invasion of the Roman Empire,,
1732,Chalus,Historical Conflict Event Dataset,1199,,,FR,,battlefield,300000835,,0.979809,45.649832,,,,French War of Richard I,,
1733,Chambly,Historical Conflict Event Dataset,1775,,,CA,,battlefield,300000835,,-73.2902464,45.4391627,,,,['y War of the  American Revolution'],,
1734,Chamdo,Historical Conflict Event Dataset,1950,,,CN,,battlefield,300000835,,97.176301,31.143107,,,,Chinese Conquest of Tibet,,
1735,Chamkaur (st),Historical Conflict Event Dataset,1704,,,IN,,battlefield,300000835,,76.4129198,30.8927397,,,,Mughal-Sikh Wars,,
1736,Chamkaur (nd),Historical Conflict Event Dataset,1704,,,IN,,battlefield,300000835,,76.4129198,30.8927397,,,,Mughal-Sikh Wars,,
1737,Chamorlu,Historical Conflict Event Dataset,1413,,,BG,,battlefield,300000835,,42.3232942,42.3232942,,,,Ottoman Civil Wars,,
